timestamp,id,sensor_type,site_id,msg_type,value,seq,quality
2025-09-01T10:00:00Z,hum-A2,humidity,field-01,reading,55.088,121,ok
2025-09-01T10:00:00Z,soil-A3,soil_moist,field-02,keepalive,,115,ok
2025-09-01T10:00:00Z,soil-A3,soil_moist,field-02,reading,36.362,61,ok
2025-09-01T10:00:00Z,temp-A1,temperature,field-01,keepalive,,169,ok
2025-09-01T10:00:00Z,temp-A1,temperature,field-01,reading,26.887,91,ok
2025-09-01T10:01:00Z,hum-A2,humidity,field-01,reading,54.422,122,ok
2025-09-01T10:01:00Z,temp-A1,temperature,field-01,reading,26.743,92,ok
2025-09-01T10:02:00Z,hum-A2,humidity,field-01,reading,53.028,123,ok
2025-09-01T10:02:00Z,soil-A3,soil_moist,field-02,reading,35.896,62,ok
2025-09-01T10:02:00Z,temp-A1,temperature,field-01,reading,26.987,93,ok
2025-09-01T10:03:00Z,hum-A2,humidity,field-01,reading,54.243,124,ok
2025-09-01T10:03:00Z,temp-A1,temperature,field-01,reading,26.833,94,ok
2025-09-01T10:04:00Z,hum-A2,humidity,field-01,reading,54.521,125,ok
2025-09-01T10:04:00Z,soil-A3,soil_moist,field-02,reading,36.626,63,ok
2025-09-01T10:04:00Z,temp-A1,temperature,field-01,reading,26.74,95,ok
2025-09-01T10:05:00Z,hum-A2,humidity,field-01,keepalive,,206,ok
2025-09-01T10:05:00Z,hum-A2,humidity,field-01,reading,53.395,126,ok
2025-09-01T10:05:00Z,soil-A3,soil_moist,field-02,keepalive,,116,ok
2025-09-01T10:05:00Z,temp-A1,temperature,field-01,keepalive,,170,ok
2025-09-01T10:05:00Z,temp-A1,temperature,field-01,reading,26.859,96,ok
2025-09-01T10:06:00Z,hum-A2,humidity,field-01,reading,53.198,127,ok
2025-09-01T10:06:00Z,soil-A3,soil_moist,field-02,reading,35.999,64,ok
2025-09-01T10:06:00Z,temp-A1,temperature,field-01,reading,26.749,97,ok
2025-09-01T10:07:00Z,hum-A2,humidity,field-01,reading,54.11,128,ok
2025-09-01T10:07:00Z,temp-A1,temperature,field-01,reading,26.672,98,ok
2025-09-01T10:08:00Z,hum-A2,humidity,field-01,reading,51.738,129,ok
2025-09-01T10:08:00Z,soil-A3,soil_moist,field-02,reading,35.695,65,ok
2025-09-01T10:08:00Z,temp-A1,temperature,field-01,reading,26.74,99,ok
2025-09-01T10:09:00Z,hum-A2,humidity,field-01,reading,51.284,130,ok
2025-09-01T10:09:00Z,temp-A1,temperature,field-01,reading,26.553,100,ok
2025-09-01T10:10:00Z,hum-A2,humidity,field-01,keepalive,,207,ok
2025-09-01T10:10:00Z,hum-A2,humidity,field-01,reading,51.705,131,ok
2025-09-01T10:10:00Z,soil-A3,soil_moist,field-02,keepalive,,117,ok
2025-09-01T10:10:00Z,soil-A3,soil_moist,field-02,reading,35.959,66,ok
2025-09-01T10:10:00Z,temp-A1,temperature,field-01,keepalive,,171,ok
2025-09-01T10:10:00Z,temp-A1,temperature,field-01,reading,26.322,101,ok
2025-09-01T10:11:00Z,hum-A2,humidity,field-01,reading,51.019,132,ok
2025-09-01T10:11:00Z,temp-A1,temperature,field-01,reading,26.323,102,ok
2025-09-01T10:12:00Z,hum-A2,humidity,field-01,reading,52.804,133,ok
2025-09-01T10:12:00Z,soil-A3,soil_moist,field-02,reading,35.283,67,ok
2025-09-01T10:12:00Z,temp-A1,temperature,field-01,reading,26.241,103,ok
2025-09-01T10:13:00Z,hum-A2,humidity,field-01,reading,51.727,134,ok
2025-09-01T10:13:00Z,temp-A1,temperature,field-01,reading,26.338,104,ok
2025-09-01T10:14:00Z,hum-A2,humidity,field-01,reading,50.543,135,ok
2025-09-01T10:14:00Z,soil-A3,soil_moist,field-02,reading,35.89,68,ok
2025-09-01T10:14:00Z,temp-A1,temperature,field-01,reading,26.031,105,ok
2025-09-01T10:15:00Z,hum-A2,humidity,field-01,keepalive,,208,ok
2025-09-01T10:15:00Z,hum-A2,humidity,field-01,reading,50.5,136,ok
2025-09-01T10:15:00Z,soil-A3,soil_moist,field-02,keepalive,,118,ok
2025-09-01T10:15:00Z,temp-A1,temperature,field-01,keepalive,,172,ok
2025-09-01T10:15:00Z,temp-A1,temperature,field-01,reading,25.832,106,ok
2025-09-01T10:16:00Z,hum-A2,humidity,field-01,reading,53.041,137,ok
2025-09-01T10:16:00Z,soil-A3,soil_moist,field-02,reading,35.434,69,ok
2025-09-01T10:16:00Z,temp-A1,temperature,field-01,reading,26.168,107,ok
2025-09-01T10:17:00Z,hum-A2,humidity,field-01,reading,50.027,138,ok
2025-09-01T10:17:00Z,temp-A1,temperature,field-01,reading,25.836,108,ok
2025-09-01T10:18:00Z,hum-A2,humidity,field-01,reading,49.672,139,ok
2025-09-01T10:18:00Z,soil-A3,soil_moist,field-02,reading,35.463,70,ok
2025-09-01T10:18:00Z,temp-A1,temperature,field-01,reading,25.666,109,ok
2025-09-01T10:19:00Z,hum-A2,humidity,field-01,reading,50.294,140,ok
2025-09-01T10:19:00Z,temp-A1,temperature,field-01,reading,26.085,110,ok
2025-09-01T10:20:00Z,hum-A2,humidity,field-01,keepalive,,209,ok
2025-09-01T10:20:00Z,hum-A2,humidity,field-01,reading,50.334,141,ok
2025-09-01T10:20:00Z,soil-A3,soil_moist,field-02,keepalive,,119,ok
2025-09-01T10:20:00Z,soil-A3,soil_moist,field-02,reading,35.168,71,ok
2025-09-01T10:20:00Z,temp-A1,temperature,field-01,keepalive,,173,ok
2025-09-01T10:20:00Z,temp-A1,temperature,field-01,reading,25.823,111,ok
2025-09-01T10:21:00Z,hum-A2,humidity,field-01,reading,49.778,142,ok
2025-09-01T10:21:00Z,temp-A1,temperature,field-01,reading,26.019,112,ok
2025-09-01T10:22:00Z,hum-A2,humidity,field-01,reading,48.654,143,ok
2025-09-01T10:22:00Z,soil-A3,soil_moist,field-02,reading,35.857,72,ok
2025-09-01T10:22:00Z,temp-A1,temperature,field-01,reading,25.77,113,ok
2025-09-01T10:23:00Z,hum-A2,humidity,field-01,reading,48.237,144,ok
2025-09-01T10:23:00Z,temp-A1,temperature,field-01,reading,25.609,114,ok
2025-09-01T10:24:00Z,hum-A2,humidity,field-01,reading,49.43,145,ok
2025-09-01T10:24:00Z,soil-A3,soil_moist,field-02,reading,35.221,73,ok
2025-09-01T10:24:00Z,temp-A1,temperature,field-01,reading,25.542,115,ok
2025-09-01T10:25:00Z,hum-A2,humidity,field-01,keepalive,,210,ok
2025-09-01T10:25:00Z,hum-A2,humidity,field-01,reading,48.702,146,ok
2025-09-01T10:25:00Z,soil-A3,soil_moist,field-02,keepalive,,120,ok
2025-09-01T10:25:00Z,temp-A1,temperature,field-01,keepalive,,174,ok
2025-09-01T10:25:00Z,temp-A1,temperature,field-01,reading,25.646,116,ok
2025-09-01T10:26:00Z,hum-A2,humidity,field-01,reading,47.229,147,ok
2025-09-01T10:26:00Z,soil-A3,soil_moist,field-02,reading,35.41,74,ok
2025-09-01T10:26:00Z,temp-A1,temperature,field-01,reading,25.654,117,ok
2025-09-01T10:27:00Z,hum-A2,humidity,field-01,reading,49.28,148,ok
2025-09-01T10:27:00Z,temp-A1,temperature,field-01,reading,25.504,118,ok
2025-09-01T10:28:00Z,hum-A2,humidity,field-01,reading,48.77,149,ok
2025-09-01T10:28:00Z,soil-A3,soil_moist,field-02,reading,35.261,75,ok
2025-09-01T10:28:00Z,temp-A1,temperature,field-01,reading,25.574,119,ok
2025-09-01T10:29:00Z,hum-A2,humidity,field-01,reading,47.767,150,ok
2025-09-01T10:29:00Z,temp-A1,temperature,field-01,reading,25.285,120,ok
2025-09-01T10:30:00Z,hum-A2,humidity,field-01,keepalive,,211,ok
2025-09-01T10:30:00Z,hum-A2,humidity,field-01,reading,47.567,151,ok
2025-09-01T10:30:00Z,soil-A3,soil_moist,field-02,keepalive,,121,ok
2025-09-01T10:30:00Z,soil-A3,soil_moist,field-02,reading,34.491,76,ok
2025-09-01T10:30:00Z,temp-A1,temperature,field-01,keepalive,,175,ok
2025-09-01T10:30:00Z,temp-A1,temperature,field-01,reading,25.558,121,ok
2025-09-01T10:31:00Z,hum-A2,humidity,field-01,reading,47.781,152,ok
2025-09-01T10:31:00Z,temp-A1,temperature,field-01,reading,25.16,122,ok
2025-09-01T10:32:00Z,hum-A2,humidity,field-01,reading,46.872,153,ok
2025-09-01T10:32:00Z,soil-A3,soil_moist,field-02,reading,35.052,77,ok
2025-09-01T10:32:00Z,temp-A1,temperature,field-01,reading,25.446,123,ok
2025-09-01T10:33:00Z,hum-A2,humidity,field-01,reading,46.174,154,ok
2025-09-01T10:33:00Z,temp-A1,temperature,field-01,reading,25.59,124,ok
2025-09-01T10:34:00Z,hum-A2,humidity,field-01,reading,47.347,155,ok
2025-09-01T10:34:00Z,soil-A3,soil_moist,field-02,reading,34.815,78,ok
2025-09-01T10:34:00Z,temp-A1,temperature,field-01,reading,25.636,125,ok
2025-09-01T10:35:00Z,hum-A2,humidity,field-01,keepalive,,212,ok
2025-09-01T10:35:00Z,hum-A2,humidity,field-01,reading,45.779,156,ok
2025-09-01T10:35:00Z,soil-A3,soil_moist,field-02,keepalive,,122,ok
2025-09-01T10:35:00Z,temp-A1,temperature,field-01,keepalive,,176,ok
2025-09-01T10:35:00Z,temp-A1,temperature,field-01,reading,25.729,126,ok
2025-09-01T10:36:00Z,hum-A2,humidity,field-01,reading,47.09,157,ok
2025-09-01T10:36:00Z,soil-A3,soil_moist,field-02,reading,34.672,79,ok
2025-09-01T10:36:00Z,temp-A1,temperature,field-01,reading,25.044,127,ok
2025-09-01T10:37:00Z,hum-A2,humidity,field-01,reading,45.478,158,ok
2025-09-01T10:37:00Z,temp-A1,temperature,field-01,reading,25.478,128,ok
2025-09-01T10:38:00Z,hum-A2,humidity,field-01,reading,46.41,159,ok
2025-09-01T10:38:00Z,soil-A3,soil_moist,field-02,reading,34.191,80,ok
2025-09-01T10:38:00Z,temp-A1,temperature,field-01,reading,25.539,129,ok
2025-09-01T10:39:00Z,hum-A2,humidity,field-01,reading,46.246,160,ok
2025-09-01T10:39:00Z,temp-A1,temperature,field-01,reading,25.467,130,ok
2025-09-01T10:40:00Z,hum-A2,humidity,field-01,keepalive,,213,ok
2025-09-01T10:40:00Z,hum-A2,humidity,field-01,reading,47.651,161,ok
2025-09-01T10:40:00Z,soil-A3,soil_moist,field-02,keepalive,,123,ok
2025-09-01T10:40:00Z,soil-A3,soil_moist,field-02,reading,34.053,81,ok
2025-09-01T10:40:00Z,temp-A1,temperature,field-01,keepalive,,177,ok
2025-09-01T10:40:00Z,temp-A1,temperature,field-01,reading,25.059,131,ok
2025-09-01T10:41:00Z,hum-A2,humidity,field-01,reading,45.25,162,ok
2025-09-01T10:41:00Z,temp-A1,temperature,field-01,reading,25.303,132,ok
2025-09-01T10:42:00Z,hum-A2,humidity,field-01,reading,44.853,163,ok
2025-09-01T10:42:00Z,soil-A3,soil_moist,field-02,reading,34.537,82,ok
2025-09-01T10:42:00Z,temp-A1,temperature,field-01,reading,25.569,133,ok
2025-09-01T10:43:00Z,hum-A2,humidity,field-01,reading,45.357,164,ok
2025-09-01T10:43:00Z,temp-A1,temperature,field-01,reading,24.875,134,ok
2025-09-01T10:44:00Z,hum-A2,humidity,field-01,reading,44.871,165,ok
2025-09-01T10:44:00Z,soil-A3,soil_moist,field-02,reading,35.114,83,ok
2025-09-01T10:44:00Z,temp-A1,temperature,field-01,reading,25.249,135,ok
2025-09-01T10:45:00Z,hum-A2,humidity,field-01,keepalive,,214,ok
2025-09-01T10:45:00Z,hum-A2,humidity,field-01,reading,45.2,166,ok
2025-09-01T10:45:00Z,soil-A3,soil_moist,field-02,keepalive,,124,ok
2025-09-01T10:45:00Z,temp-A1,temperature,field-01,keepalive,,178,ok
2025-09-01T10:45:00Z,temp-A1,temperature,field-01,reading,25.357,136,ok
2025-09-01T10:46:00Z,hum-A2,humidity,field-01,reading,45.917,167,ok
2025-09-01T10:46:00Z,soil-A3,soil_moist,field-02,reading,33.488,84,ok
2025-09-01T10:46:00Z,temp-A1,temperature,field-01,reading,24.977,137,ok
2025-09-01T10:47:00Z,hum-A2,humidity,field-01,reading,46.112,168,ok
2025-09-01T10:47:00Z,temp-A1,temperature,field-01,reading,25.216,138,ok
2025-09-01T10:48:00Z,hum-A2,humidity,field-01,reading,46.744,169,ok
2025-09-01T10:48:00Z,soil-A3,soil_moist,field-02,reading,34.053,85,ok
2025-09-01T10:48:00Z,temp-A1,temperature,field-01,reading,24.869,139,ok
2025-09-01T10:49:00Z,hum-A2,humidity,field-01,reading,44.755,170,ok
2025-09-01T10:49:00Z,temp-A1,temperature,field-01,reading,24.906,140,ok
2025-09-01T10:50:00Z,hum-A2,humidity,field-01,keepalive,,215,ok
2025-09-01T10:50:00Z,hum-A2,humidity,field-01,reading,47.39,171,ok
2025-09-01T10:50:00Z,soil-A3,soil_moist,field-02,keepalive,,125,ok
2025-09-01T10:50:00Z,soil-A3,soil_moist,field-02,reading,33.488,86,ok
2025-09-01T10:50:00Z,temp-A1,temperature,field-01,keepalive,,179,ok
2025-09-01T10:50:00Z,temp-A1,temperature,field-01,reading,24.892,141,ok
2025-09-01T10:51:00Z,hum-A2,humidity,field-01,reading,46.807,172,ok
2025-09-01T10:51:00Z,temp-A1,temperature,field-01,reading,25.083,142,ok
2025-09-01T10:52:00Z,hum-A2,humidity,field-01,reading,45.007,173,ok
2025-09-01T10:52:00Z,soil-A3,soil_moist,field-02,reading,33.951,87,ok
2025-09-01T10:52:00Z,temp-A1,temperature,field-01,reading,25.016,143,ok
2025-09-01T10:53:00Z,hum-A2,humidity,field-01,reading,43.291,174,ok
2025-09-01T10:53:00Z,temp-A1,temperature,field-01,reading,25.216,144,ok
2025-09-01T10:54:00Z,hum-A2,humidity,field-01,reading,45.02,175,ok
2025-09-01T10:54:00Z,soil-A3,soil_moist,field-02,reading,33.667,88,ok
2025-09-01T10:54:00Z,temp-A1,temperature,field-01,reading,24.829,145,ok
2025-09-01T10:55:00Z,hum-A2,humidity,field-01,keepalive,,216,ok
2025-09-01T10:55:00Z,hum-A2,humidity,field-01,reading,45.113,176,ok
2025-09-01T10:55:00Z,soil-A3,soil_moist,field-02,keepalive,,126,ok
2025-09-01T10:55:00Z,temp-A1,temperature,field-01,keepalive,,180,ok
2025-09-01T10:55:00Z,temp-A1,temperature,field-01,reading,24.985,146,ok
2025-09-01T10:56:00Z,hum-A2,humidity,field-01,reading,43.192,177,ok
2025-09-01T10:56:00Z,soil-A3,soil_moist,field-02,reading,33.871,89,ok
2025-09-01T10:56:00Z,temp-A1,temperature,field-01,reading,25.198,147,ok
2025-09-01T10:57:00Z,hum-A2,humidity,field-01,reading,45.073,178,ok
2025-09-01T10:57:00Z,temp-A1,temperature,field-01,reading,25.115,148,ok
2025-09-01T10:58:00Z,hum-A2,humidity,field-01,reading,44.843,179,ok
2025-09-01T10:58:00Z,soil-A3,soil_moist,field-02,reading,31.839,90,ok
2025-09-01T10:58:00Z,temp-A1,temperature,field-01,reading,24.736,149,ok
2025-09-01T10:59:00Z,hum-A2,humidity,field-01,reading,44.371,180,ok
2025-09-01T10:59:00Z,temp-A1,temperature,field-01,reading,25.133,150,ok
